MUNNOMBRE;PARNOMBRE;VOTOS
NUEVO COLON;Alianza Verde;452
NUEVO COLON;Cambio Radical;373
NUEVO COLON;Movimiento MIRA;143
NUEVO COLON;PARTIDO DE INTEGRACION NACIONAL  PIN;3
NUEVO COLON;PARTIDO SOCIAL DE UNIDAD NACIONAL  PARTIDO DE LA U;426
NUEVO COLON;Partido Conservador Colombiano;368
NUEVO COLON;Partido De Integracion Nacional  Pin;7
NUEVO COLON;Partido Liberal Colombiano;961
NUEVO COLON;Partido Social De Unidad Nacional  Partido De La U;54
OICATA;Alianza Verde;228
OICATA;Cambio Radical;183
OICATA;Movimiento MIRA;18
OICATA;PARTIDO DE INTEGRACION NACIONAL  PIN;9
OICATA;PARTIDO SOCIAL DE UNIDAD NACIONAL  PARTIDO DE LA U;345
OICATA;Partido Conservador Colombiano;324
OICATA;Partido De Integracion Nacional  Pin;1
OICATA;Partido Liberal Colombiano;320
OICATA;Partido Social De Unidad Nacional  Partido De La U;29
OTANCHE;Alianza Verde;225
OTANCHE;Cambio Radical;137
OTANCHE;Movimiento MIRA;35
OTANCHE;PARTIDO DE INTEGRACION NACIONAL  PIN;25
OTANCHE;PARTIDO SOCIAL DE UNIDAD NACIONAL  PARTIDO DE LA U;1483
OTANCHE;Partido Conservador Colombiano;1329
OTANCHE;Partido De Integracion Nacional  Pin;17
OTANCHE;Partido Liberal Colombiano;139
OTANCHE;Partido Social De Unidad Nacional  Partido De La U;145
PACHAVITA;Alianza Verde;157
PACHAVITA;Cambio Radical;37
PACHAVITA;Movimiento MIRA;5
PACHAVITA;PARTIDO DE INTEGRACION NACIONAL  PIN;5
PACHAVITA;PARTIDO SOCIAL DE UNIDAD NACIONAL  PARTIDO DE LA U;332
PACHAVITA;Partido Conservador Colombiano;516
PACHAVITA;Partido De Integracion Nacional  Pin;6
PACHAVITA;Partido Liberal Colombiano;41
PACHAVITA;Partido Social De Unidad Nacional  Partido De La U;35
PAEZ;Alianza Verde;205
PAEZ;Cambio Radical;93
PAEZ;Movimiento MIRA;2
PAEZ;PARTIDO DE INTEGRACION NACIONAL  PIN;0
PAEZ;PARTIDO SOCIAL DE UNIDAD NACIONAL  PARTIDO DE LA U;461
PAEZ;Partido Conservador Colombiano;45
PAEZ;Partido De Integracion Nacional  Pin;2
PAEZ;Partido Liberal Colombiano;306
PAEZ;Partido Social De Unidad Nacional  Partido De La U;112
PAIPA;Alianza Verde;5497
PAIPA;Cambio Radical;481
PAIPA;Movimiento MIRA;223
PAIPA;PARTIDO DE INTEGRACION NACIONAL  PIN;19
PAIPA;PARTIDO SOCIAL DE UNIDAD NACIONAL  PARTIDO DE LA U;3625
PAIPA;Partido Conservador Colombiano;1668
PAIPA;Partido De Integracion Nacional  Pin;11
PAIPA;Partido Liberal Colombiano;1154
PAIPA;Partido Social De Unidad Nacional  Partido De La U;266
PAJARITO;Alianza Verde;57
PAJARITO;Cambio Radical;178
PAJARITO;Movimiento MIRA;5
PAJARITO;PARTIDO DE INTEGRACION NACIONAL  PIN;4
PAJARITO;PARTIDO SOCIAL DE UNIDAD NACIONAL  PARTIDO DE LA U;447
PAJARITO;Partido Conservador Colombiano;42
PAJARITO;Partido De Integracion Nacional  Pin;0
PAJARITO;Partido Liberal Colombiano;85
PAJARITO;Partido Social De Unidad Nacional  Partido De La U;31
PANQUEBA;Alianza Verde;44
PANQUEBA;Cambio Radical;33
PANQUEBA;Movimiento MIRA;1
PANQUEBA;PARTIDO DE INTEGRACION NACIONAL  PIN;9
PANQUEBA;PARTIDO SOCIAL DE UNIDAD NACIONAL  PARTIDO DE LA U;92
PANQUEBA;Partido Conservador Colombiano;519
PANQUEBA;Partido De Integracion Nacional  Pin;3
PANQUEBA;Partido Liberal Colombiano;91
PANQUEBA;Partido Social De Unidad Nacional  Partido De La U;24
PAUNA;Alianza Verde;225
PAUNA;Cambio Radical;576
PAUNA;Movimiento MIRA;11
PAUNA;PARTIDO DE INTEGRACION NACIONAL  PIN;35
PAUNA;PARTIDO SOCIAL DE UNIDAD NACIONAL  PARTIDO DE LA U;533
PAUNA;Partido Conservador Colombiano;1907
PAUNA;Partido De Integracion Nacional  Pin;18
PAUNA;Partido Liberal Colombiano;181
PAUNA;Partido Social De Unidad Nacional  Partido De La U;113
PAYA;Alianza Verde;499
PAYA;Cambio Radical;89
PAYA;Movimiento MIRA;2
PAYA;PARTIDO DE INTEGRACION NACIONAL  PIN;0
PAYA;PARTIDO SOCIAL DE UNIDAD NACIONAL  PARTIDO DE LA U;22
PAYA;Partido Conservador Colombiano;241
PAYA;Partido De Integracion Nacional  Pin;3
PAYA;Partido Liberal Colombiano;18
PAYA;Partido Social De Unidad Nacional  Partido De La U;4
PAZ DE RIO;Alianza Verde;590
PAZ DE RIO;Cambio Radical;415
PAZ DE RIO;Movimiento MIRA;10
PAZ DE RIO;PARTIDO DE INTEGRACION NACIONAL  PIN;12
PAZ DE RIO;PARTIDO SOCIAL DE UNIDAD NACIONAL  PARTIDO DE LA U;567
PAZ DE RIO;Partido Conservador Colombiano;390
PAZ DE RIO;Partido De Integracion Nacional  Pin;4
PAZ DE RIO;Partido Liberal Colombiano;314
PAZ DE RIO;Partido Social De Unidad Nacional  Partido De La U;38
PESCA;Alianza Verde;562
PESCA;Cambio Radical;273
PESCA;Movimiento MIRA;8
PESCA;PARTIDO DE INTEGRACION NACIONAL  PIN;101
PESCA;PARTIDO SOCIAL DE UNIDAD NACIONAL  PARTIDO DE LA U;426
PESCA;Partido Conservador Colombiano;1313
PESCA;Partido De Integracion Nacional  Pin;44
PESCA;Partido Liberal Colombiano;201
PESCA;Partido Social De Unidad Nacional  Partido De La U;49
PISBA;Alianza Verde;306
PISBA;Cambio Radical;23
PISBA;Movimiento MIRA;1
PISBA;PARTIDO DE INTEGRACION NACIONAL  PIN;1
PISBA;PARTIDO SOCIAL DE UNIDAD NACIONAL  PARTIDO DE LA U;23
PISBA;Partido Conservador Colombiano;250
PISBA;Partido De Integracion Nacional  Pin;0
PISBA;Partido Liberal Colombiano;20
PISBA;Partido Social De Unidad Nacional  Partido De La U;3
PUERTO BOYACA;Alianza Verde;1889
PUERTO BOYACA;Cambio Radical;2797
PUERTO BOYACA;Movimiento MIRA;305
PUERTO BOYACA;PARTIDO DE INTEGRACION NACIONAL  PIN;122
PUERTO BOYACA;PARTIDO SOCIAL DE UNIDAD NACIONAL  PARTIDO DE LA U;1702
PUERTO BOYACA;Partido Conservador Colombiano;1128
PUERTO BOYACA;Partido De Integracion Nacional  Pin;95
PUERTO BOYACA;Partido Liberal Colombiano;4752
PUERTO BOYACA;Partido Social De Unidad Nacional  Partido De La U;961
QUIPAMA;Alianza Verde;962
QUIPAMA;Cambio Radical;97
QUIPAMA;Movimiento MIRA;6
QUIPAMA;PARTIDO DE INTEGRACION NACIONAL  PIN;14
QUIPAMA;PARTIDO SOCIAL DE UNIDAD NACIONAL  PARTIDO DE LA U;630
QUIPAMA;Partido Conservador Colombiano;434
QUIPAMA;Partido De Integracion Nacional  Pin;2
QUIPAMA;Partido Liberal Colombiano;161
QUIPAMA;Partido Social De Unidad Nacional  Partido De La U;88
RAMIRIQUI;Alianza Verde;378
RAMIRIQUI;Cambio Radical;481
RAMIRIQUI;Movimiento MIRA;79
RAMIRIQUI;PARTIDO DE INTEGRACION NACIONAL  PIN;17
RAMIRIQUI;PARTIDO SOCIAL DE UNIDAD NACIONAL  PARTIDO DE LA U;836
RAMIRIQUI;Partido Conservador Colombiano;865
RAMIRIQUI;Partido De Integracion Nacional  Pin;9
RAMIRIQUI;Partido Liberal Colombiano;1486
RAMIRIQUI;Partido Social De Unidad Nacional  Partido De La U;95
RAQUIRA;Alianza Verde;497
RAQUIRA;Cambio Radical;659
RAQUIRA;Movimiento MIRA;24
RAQUIRA;PARTIDO DE INTEGRACION NACIONAL  PIN;8
RAQUIRA;PARTIDO SOCIAL DE UNIDAD NACIONAL  PARTIDO DE LA U;455
RAQUIRA;Partido Conservador Colombiano;476
RAQUIRA;Partido De Integracion Nacional  Pin;5
RAQUIRA;Partido Liberal Colombiano;361
RAQUIRA;Partido Social De Unidad Nacional  Partido De La U;56
RONDON;Alianza Verde;192
RONDON;Cambio Radical;193
RONDON;Movimiento MIRA;1
RONDON;PARTIDO DE INTEGRACION NACIONAL  PIN;6
RONDON;PARTIDO SOCIAL DE UNIDAD NACIONAL  PARTIDO DE LA U;372
RONDON;Partido Conservador Colombiano;478
RONDON;Partido De Integracion Nacional  Pin;0
RONDON;Partido Liberal Colombiano;63
RONDON;Partido Social De Unidad Nacional  Partido De La U;55
SABOYA;Alianza Verde;936
SABOYA;Cambio Radical;270
SABOYA;Movimiento MIRA;92
SABOYA;PARTIDO DE INTEGRACION NACIONAL  PIN;18
SABOYA;PARTIDO SOCIAL DE UNIDAD NACIONAL  PARTIDO DE LA U;439
SABOYA;Partido Conservador Colombiano;2771
SABOYA;Partido De Integracion Nacional  Pin;16
SABOYA;Partido Liberal Colombiano;1110
SABOYA;Partido Social De Unidad Nacional  Partido De La U;42
SACHICA;Alianza Verde;538
SACHICA;Cambio Radical;212
SACHICA;Movimiento MIRA;83
SACHICA;PARTIDO DE INTEGRACION NACIONAL  PIN;12
SACHICA;PARTIDO SOCIAL DE UNIDAD NACIONAL  PARTIDO DE LA U;500
SACHICA;Partido Conservador Colombiano;131
SACHICA;Partido De Integracion Nacional  Pin;8
SACHICA;Partido Liberal Colombiano;433
SACHICA;Partido Social De Unidad Nacional  Partido De La U;35
SAMACA;Alianza Verde;934
SAMACA;Cambio Radical;656
SAMACA;Movimiento MIRA;36
SAMACA;PARTIDO DE INTEGRACION NACIONAL  PIN;21
SAMACA;PARTIDO SOCIAL DE UNIDAD NACIONAL  PARTIDO DE LA U;5171
SAMACA;Partido Conservador Colombiano;202
SAMACA;Partido De Integracion Nacional  Pin;13
SAMACA;Partido Liberal Colombiano;432
SAMACA;Partido Social De Unidad Nacional  Partido De La U;127
SAN EDUARDO;Alianza Verde;89
SAN EDUARDO;Cambio Radical;215
SAN EDUARDO;Movimiento MIRA;5
SAN EDUARDO;PARTIDO DE INTEGRACION NACIONAL  PIN;1
SAN EDUARDO;PARTIDO SOCIAL DE UNIDAD NACIONAL  PARTIDO DE LA U;207
SAN EDUARDO;Partido Conservador Colombiano;118
SAN EDUARDO;Partido De Integracion Nacional  Pin;1
SAN EDUARDO;Partido Liberal Colombiano;277
SAN EDUARDO;Partido Social De Unidad Nacional  Partido De La U;7
SAN JOSE DE PARE;Alianza Verde;223
SAN JOSE DE PARE;Cambio Radical;920
SAN JOSE DE PARE;Movimiento MIRA;4
SAN JOSE DE PARE;PARTIDO DE INTEGRACION NACIONAL  PIN;24
SAN JOSE DE PARE;PARTIDO SOCIAL DE UNIDAD NACIONAL  PARTIDO DE LA U;441
SAN JOSE DE PARE;Partido Conservador Colombiano;748
SAN JOSE DE PARE;Partido De Integracion Nacional  Pin;14
SAN JOSE DE PARE;Partido Liberal Colombiano;324
SAN JOSE DE PARE;Partido Social De Unidad Nacional  Partido De La U;56
SAN LUIS DE GACENO;Alianza Verde;304
SAN LUIS DE GACENO;Cambio Radical;184
SAN LUIS DE GACENO;Movimiento MIRA;11
SAN LUIS DE GACENO;PARTIDO DE INTEGRACION NACIONAL  PIN;6
SAN LUIS DE GACENO;PARTIDO SOCIAL DE UNIDAD NACIONAL  PARTIDO DE LA U;729
SAN LUIS DE GACENO;Partido Conservador Colombiano;917
SAN LUIS DE GACENO;Partido De Integracion Nacional  Pin;1
SAN LUIS DE GACENO;Partido Liberal Colombiano;309
SAN LUIS DE GACENO;Partido Social De Unidad Nacional  Partido De La U;117
SAN MATEO;Alianza Verde;279
SAN MATEO;Cambio Radical;82
SAN MATEO;Movimiento MIRA;7
SAN MATEO;PARTIDO DE INTEGRACION NACIONAL  PIN;28
SAN MATEO;PARTIDO SOCIAL DE UNIDAD NACIONAL  PARTIDO DE LA U;174
SAN MATEO;Partido Conservador Colombiano;1452
SAN MATEO;Partido De Integracion Nacional  Pin;13
SAN MATEO;Partido Liberal Colombiano;25
SAN MATEO;Partido Social De Unidad Nacional  Partido De La U;41
SAN MIGUEL DE SEMA;Alianza Verde;44
SAN MIGUEL DE SEMA;Cambio Radical;40
SAN MIGUEL DE SEMA;Movimiento MIRA;4
SAN MIGUEL DE SEMA;PARTIDO DE INTEGRACION NACIONAL  PIN;3
SAN MIGUEL DE SEMA;PARTIDO SOCIAL DE UNIDAD NACIONAL  PARTIDO DE LA U;351
SAN MIGUEL DE SEMA;Partido Conservador Colombiano;666
SAN MIGUEL DE SEMA;Partido De Integracion Nacional  Pin;2
SAN MIGUEL DE SEMA;Partido Liberal Colombiano;361
SAN MIGUEL DE SEMA;Partido Social De Unidad Nacional  Partido De La U;39
SAN PABLO DE BORBUR;Alianza Verde;340
SAN PABLO DE BORBUR;Cambio Radical;227
SAN PABLO DE BORBUR;Movimiento MIRA;9
SAN PABLO DE BORBUR;PARTIDO DE INTEGRACION NACIONAL  PIN;14
SAN PABLO DE BORBUR;PARTIDO SOCIAL DE UNIDAD NACIONAL  PARTIDO DE LA U;875
SAN PABLO DE BORBUR;Partido Conservador Colombiano;1095
SAN PABLO DE BORBUR;Partido De Integracion Nacional  Pin;7
SAN PABLO DE BORBUR;Partido Liberal Colombiano;91
SAN PABLO DE BORBUR;Partido Social De Unidad Nacional  Partido De La U;165
SANTA MARIA;Alianza Verde;284
SANTA MARIA;Cambio Radical;200
SANTA MARIA;Movimiento MIRA;9
SANTA MARIA;PARTIDO DE INTEGRACION NACIONAL  PIN;4
SANTA MARIA;PARTIDO SOCIAL DE UNIDAD NACIONAL  PARTIDO DE LA U;633
SANTA MARIA;Partido Conservador Colombiano;299
SANTA MARIA;Partido De Integracion Nacional  Pin;5
SANTA MARIA;Partido Liberal Colombiano;261
SANTA MARIA;Partido Social De Unidad Nacional  Partido De La U;160
SANTA ROSA DE VITERBO;Alianza Verde;853
SANTA ROSA DE VITERBO;Cambio Radical;711
SANTA ROSA DE VITERBO;Movimiento MIRA;46
SANTA ROSA DE VITERBO;PARTIDO DE INTEGRACION NACIONAL  PIN;3
SANTA ROSA DE VITERBO;PARTIDO SOCIAL DE UNIDAD NACIONAL  PARTIDO DE LA U;711
SANTA ROSA DE VITERBO;Partido Conservador Colombiano;1490
SANTA ROSA DE VITERBO;Partido De Integracion Nacional  Pin;4
SANTA ROSA DE VITERBO;Partido Liberal Colombiano;425
SANTA ROSA DE VITERBO;Partido Social De Unidad Nacional  Partido De La U;57
SANTA SOFIA;Alianza Verde;96
SANTA SOFIA;Cambio Radical;90
SANTA SOFIA;Movimiento MIRA;5
SANTA SOFIA;PARTIDO DE INTEGRACION NACIONAL  PIN;56
SANTA SOFIA;PARTIDO SOCIAL DE UNIDAD NACIONAL  PARTIDO DE LA U;399
SANTA SOFIA;Partido Conservador Colombiano;915
SANTA SOFIA;Partido De Integracion Nacional  Pin;21
SANTA SOFIA;Partido Liberal Colombiano;120
SANTA SOFIA;Partido Social De Unidad Nacional  Partido De La U;23
SANTANA;Alianza Verde;166
SANTANA;Cambio Radical;260
SANTANA;Movimiento MIRA;7
SANTANA;PARTIDO DE INTEGRACION NACIONAL  PIN;9
SANTANA;PARTIDO SOCIAL DE UNIDAD NACIONAL  PARTIDO DE LA U;700
SANTANA;Partido Conservador Colombiano;1166
SANTANA;Partido De Integracion Nacional  Pin;8
SANTANA;Partido Liberal Colombiano;661
SANTANA;Partido Social De Unidad Nacional  Partido De La U;103
SATIVANORTE;Alianza Verde;262
SATIVANORTE;Cambio Radical;105
SATIVANORTE;Movimiento MIRA;7
SATIVANORTE;PARTIDO DE INTEGRACION NACIONAL  PIN;12
SATIVANORTE;PARTIDO SOCIAL DE UNIDAD NACIONAL  PARTIDO DE LA U;112
SATIVANORTE;Partido Conservador Colombiano;622
SATIVANORTE;Partido De Integracion Nacional  Pin;4
SATIVANORTE;Partido Liberal Colombiano;315
SATIVANORTE;Partido Social De Unidad Nacional  Partido De La U;84
SATIVASUR;Alianza Verde;28
SATIVASUR;Cambio Radical;24
SATIVASUR;Movimiento MIRA;1
SATIVASUR;PARTIDO DE INTEGRACION NACIONAL  PIN;2
SATIVASUR;PARTIDO SOCIAL DE UNIDAD NACIONAL  PARTIDO DE LA U;44
SATIVASUR;Partido Conservador Colombiano;359
SATIVASUR;Partido De Integracion Nacional  Pin;1
SATIVASUR;Partido Liberal Colombiano;340
SATIVASUR;Partido Social De Unidad Nacional  Partido De La U;11
SIACHOQUE;Alianza Verde;620
SIACHOQUE;Cambio Radical;199
SIACHOQUE;Movimiento MIRA;18
SIACHOQUE;PARTIDO DE INTEGRACION NACIONAL  PIN;39
SIACHOQUE;PARTIDO SOCIAL DE UNIDAD NACIONAL  PARTIDO DE LA U;1632
SIACHOQUE;Partido Conservador Colombiano;759
SIACHOQUE;Partido De Integracion Nacional  Pin;53
SIACHOQUE;Partido Liberal Colombiano;175
SIACHOQUE;Partido Social De Unidad Nacional  Partido De La U;77
SOATA;Alianza Verde;848
SOATA;Cambio Radical;303
SOATA;Movimiento MIRA;13
SOATA;PARTIDO DE INTEGRACION NACIONAL  PIN;11
SOATA;PARTIDO SOCIAL DE UNIDAD NACIONAL  PARTIDO DE LA U;1031
SOATA;Partido Conservador Colombiano;1647
SOATA;Partido De Integracion Nacional  Pin;5
SOATA;Partido Liberal Colombiano;271
SOATA;Partido Social De Unidad Nacional  Partido De La U;158
SOCHA;Alianza Verde;237
SOCHA;Cambio Radical;267
SOCHA;Movimiento MIRA;16
SOCHA;PARTIDO DE INTEGRACION NACIONAL  PIN;13
SOCHA;PARTIDO SOCIAL DE UNIDAD NACIONAL  PARTIDO DE LA U;666
SOCHA;Partido Conservador Colombiano;902
SOCHA;Partido De Integracion Nacional  Pin;2
SOCHA;Partido Liberal Colombiano;1068
SOCHA;Partido Social De Unidad Nacional  Partido De La U;35
SOCOTA;Alianza Verde;331
SOCOTA;Cambio Radical;313
SOCOTA;Movimiento MIRA;13
SOCOTA;PARTIDO DE INTEGRACION NACIONAL  PIN;18
SOCOTA;PARTIDO SOCIAL DE UNIDAD NACIONAL  PARTIDO DE LA U;807
SOCOTA;Partido Conservador Colombiano;299
SOCOTA;Partido De Integracion Nacional  Pin;5
SOCOTA;Partido Liberal Colombiano;1009
SOCOTA;Partido Social De Unidad Nacional  Partido De La U;100
SOGAMOSO;Alianza Verde;6875
SOGAMOSO;Cambio Radical;4523
SOGAMOSO;Movimiento MIRA;1472
SOGAMOSO;PARTIDO DE INTEGRACION NACIONAL  PIN;314
SOGAMOSO;PARTIDO SOCIAL DE UNIDAD NACIONAL  PARTIDO DE LA U;8206
SOGAMOSO;Partido Conservador Colombiano;4365
SOGAMOSO;Partido De Integracion Nacional  Pin;184
SOGAMOSO;Partido Liberal Colombiano;10793
SOGAMOSO;Partido Social De Unidad Nacional  Partido De La U;1092
SOMONDOCO;Alianza Verde;653
SOMONDOCO;Cambio Radical;180
SOMONDOCO;Movimiento MIRA;5
SOMONDOCO;PARTIDO DE INTEGRACION NACIONAL  PIN;7
SOMONDOCO;PARTIDO SOCIAL DE UNIDAD NACIONAL  PARTIDO DE LA U;211
SOMONDOCO;Partido Conservador Colombiano;574
SOMONDOCO;Partido De Integracion Nacional  Pin;1
SOMONDOCO;Partido Liberal Colombiano;63
SOMONDOCO;Partido Social De Unidad Nacional  Partido De La U;40
SORA;Alianza Verde;403
SORA;Cambio Radical;165
SORA;Movimiento MIRA;7
SORA;PARTIDO DE INTEGRACION NACIONAL  PIN;39
SORA;PARTIDO SOCIAL DE UNIDAD NACIONAL  PARTIDO DE LA U;533
SORA;Partido Conservador Colombiano;227
SORA;Partido De Integracion Nacional  Pin;15
SORA;Partido Liberal Colombiano;190
SORA;Partido Social De Unidad Nacional  Partido De La U;36
SORACA;Alianza Verde;799
SORACA;Cambio Radical;290
SORACA;Movimiento MIRA;25
SORACA;PARTIDO DE INTEGRACION NACIONAL  PIN;8
SORACA;PARTIDO SOCIAL DE UNIDAD NACIONAL  PARTIDO DE LA U;845
SORACA;Partido Conservador Colombiano;259
SORACA;Partido De Integracion Nacional  Pin;1
SORACA;Partido Liberal Colombiano;798
SORACA;Partido Social De Unidad Nacional  Partido De La U;73
SOTAQUIRA;Alianza Verde;1884
SOTAQUIRA;Cambio Radical;285
SOTAQUIRA;Movimiento MIRA;9
SOTAQUIRA;PARTIDO DE INTEGRACION NACIONAL  PIN;20
SOTAQUIRA;PARTIDO SOCIAL DE UNIDAD NACIONAL  PARTIDO DE LA U;247
SOTAQUIRA;Partido Conservador Colombiano;341
SOTAQUIRA;Partido De Integracion Nacional  Pin;18
SOTAQUIRA;Partido Liberal Colombiano;222
SOTAQUIRA;Partido Social De Unidad Nacional  Partido De La U;56
SUSACON;Alianza Verde;226
SUSACON;Cambio Radical;119
SUSACON;Movimiento MIRA;5
SUSACON;PARTIDO DE INTEGRACION NACIONAL  PIN;2
SUSACON;PARTIDO SOCIAL DE UNIDAD NACIONAL  PARTIDO DE LA U;286
SUSACON;Partido Conservador Colombiano;733
SUSACON;Partido De Integracion Nacional  Pin;6
SUSACON;Partido Liberal Colombiano;100
SUSACON;Partido Social De Unidad Nacional  Partido De La U;53
SUTAMARCHAN;Alianza Verde;676
SUTAMARCHAN;Cambio Radical;271
SUTAMARCHAN;Movimiento MIRA;5
SUTAMARCHAN;PARTIDO DE INTEGRACION NACIONAL  PIN;20
SUTAMARCHAN;PARTIDO SOCIAL DE UNIDAD NACIONAL  PARTIDO DE LA U;622
SUTAMARCHAN;Partido Conservador Colombiano;1104
SUTAMARCHAN;Partido De Integracion Nacional  Pin;7
SUTAMARCHAN;Partido Liberal Colombiano;252
SUTAMARCHAN;Partido Social De Unidad Nacional  Partido De La U;33
SUTATENZA;Alianza Verde;217
SUTATENZA;Cambio Radical;135
SUTATENZA;Movimiento MIRA;15
SUTATENZA;PARTIDO DE INTEGRACION NACIONAL  PIN;12
SUTATENZA;PARTIDO SOCIAL DE UNIDAD NACIONAL  PARTIDO DE LA U;106
SUTATENZA;Partido Conservador Colombiano;1104
SUTATENZA;Partido De Integracion Nacional  Pin;20
SUTATENZA;Partido Liberal Colombiano;234
SUTATENZA;Partido Social De Unidad Nacional  Partido De La U;80
TASCO;Alianza Verde;343
TASCO;Cambio Radical;282
TASCO;Movimiento MIRA;177
TASCO;PARTIDO DE INTEGRACION NACIONAL  PIN;42
TASCO;PARTIDO SOCIAL DE UNIDAD NACIONAL  PARTIDO DE LA U;660
TASCO;Partido Conservador Colombiano;666
TASCO;Partido De Integracion Nacional  Pin;17
TASCO;Partido Liberal Colombiano;444
TASCO;Partido Social De Unidad Nacional  Partido De La U;117
TENZA;Alianza Verde;184
TENZA;Cambio Radical;46
TENZA;Movimiento MIRA;49
TENZA;PARTIDO DE INTEGRACION NACIONAL  PIN;8
TENZA;PARTIDO SOCIAL DE UNIDAD NACIONAL  PARTIDO DE LA U;242
TENZA;Partido Conservador Colombiano;1191
TENZA;Partido De Integracion Nacional  Pin;4
TENZA;Partido Liberal Colombiano;85
TENZA;Partido Social De Unidad Nacional  Partido De La U;44
TIBANA;Alianza Verde;173
TIBANA;Cambio Radical;283
TIBANA;Movimiento MIRA;52
TIBANA;PARTIDO DE INTEGRACION NACIONAL  PIN;39
TIBANA;PARTIDO SOCIAL DE UNIDAD NACIONAL  PARTIDO DE LA U;906
TIBANA;Partido Conservador Colombiano;206
TIBANA;Partido De Integracion Nacional  Pin;18
TIBANA;Partido Liberal Colombiano;1943
TIBANA;Partido Social De Unidad Nacional  Partido De La U;76
TIBASOSA;Alianza Verde;678
TIBASOSA;Cambio Radical;428
TIBASOSA;Movimiento MIRA;58
TIBASOSA;PARTIDO DE INTEGRACION NACIONAL  PIN;12
TIBASOSA;PARTIDO SOCIAL DE UNIDAD NACIONAL  PARTIDO DE LA U;630
TIBASOSA;Partido Conservador Colombiano;1280
TIBASOSA;Partido De Integracion Nacional  Pin;7
TIBASOSA;Partido Liberal Colombiano;993
TIBASOSA;Partido Social De Unidad Nacional  Partido De La U;118
TINJACA;Alianza Verde;211
TINJACA;Cambio Radical;140
TINJACA;Movimiento MIRA;10
TINJACA;PARTIDO DE INTEGRACION NACIONAL  PIN;4
TINJACA;PARTIDO SOCIAL DE UNIDAD NACIONAL  PARTIDO DE LA U;262
TINJACA;Partido Conservador Colombiano;707
TINJACA;Partido De Integracion Nacional  Pin;2
TINJACA;Partido Liberal Colombiano;119
TINJACA;Partido Social De Unidad Nacional  Partido De La U;27
TIPACOQUE;Alianza Verde;481
TIPACOQUE;Cambio Radical;111
TIPACOQUE;Movimiento MIRA;1
TIPACOQUE;PARTIDO DE INTEGRACION NACIONAL  PIN;36
TIPACOQUE;PARTIDO SOCIAL DE UNIDAD NACIONAL  PARTIDO DE LA U;309
TIPACOQUE;Partido Conservador Colombiano;144
TIPACOQUE;Partido De Integracion Nacional  Pin;29
TIPACOQUE;Partido Liberal Colombiano;506
TIPACOQUE;Partido Social De Unidad Nacional  Partido De La U;20
TOCA;Alianza Verde;721
TOCA;Cambio Radical;570
TOCA;Movimiento MIRA;19
TOCA;PARTIDO DE INTEGRACION NACIONAL  PIN;19
TOCA;PARTIDO SOCIAL DE UNIDAD NACIONAL  PARTIDO DE LA U;1449
TOCA;Partido Conservador Colombiano;544
TOCA;Partido De Integracion Nacional  Pin;5
TOCA;Partido Liberal Colombiano;532
TOCA;Partido Social De Unidad Nacional  Partido De La U;91
TOGUI;Alianza Verde;32
TOGUI;Cambio Radical;203
TOGUI;Movimiento MIRA;9
TOGUI;PARTIDO DE INTEGRACION NACIONAL  PIN;2
TOGUI;PARTIDO SOCIAL DE UNIDAD NACIONAL  PARTIDO DE LA U;179
TOGUI;Partido Conservador Colombiano;891
TOGUI;Partido De Integracion Nacional  Pin;3
TOGUI;Partido Liberal Colombiano;667
TOGUI;Partido Social De Unidad Nacional  Partido De La U;33
TOPAGA;Alianza Verde;231
TOPAGA;Cambio Radical;299
TOPAGA;Movimiento MIRA;15
TOPAGA;PARTIDO DE INTEGRACION NACIONAL  PIN;5
TOPAGA;PARTIDO SOCIAL DE UNIDAD NACIONAL  PARTIDO DE LA U;331
TOPAGA;Partido Conservador Colombiano;595
TOPAGA;Partido De Integracion Nacional  Pin;4
TOPAGA;Partido Liberal Colombiano;262
TOPAGA;Partido Social De Unidad Nacional  Partido De La U;42
TOTA;Alianza Verde;369
TOTA;Cambio Radical;317
TOTA;Movimiento MIRA;18
TOTA;PARTIDO DE INTEGRACION NACIONAL  PIN;6
TOTA;PARTIDO SOCIAL DE UNIDAD NACIONAL  PARTIDO DE LA U;326
TOTA;Partido Conservador Colombiano;438
TOTA;Partido De Integracion Nacional  Pin;11
TOTA;Partido Liberal Colombiano;323
TOTA;Partido Social De Unidad Nacional  Partido De La U;78
TUNJA;Alianza Verde;10770
TUNJA;Cambio Radical;8158
TUNJA;Movimiento MIRA;1470
TUNJA;PARTIDO DE INTEGRACION NACIONAL  PIN;295
TUNJA;PARTIDO SOCIAL DE UNIDAD NACIONAL  PARTIDO DE LA U;8155
TUNJA;Partido Conservador Colombiano;14065
TUNJA;Partido De Integracion Nacional  Pin;74
TUNJA;Partido Liberal Colombiano;7896
TUNJA;Partido Social De Unidad Nacional  Partido De La U;380
TUNUNGUA;Alianza Verde;230
TUNUNGUA;Cambio Radical;53
TUNUNGUA;PARTIDO DE INTEGRACION NACIONAL  PIN;0
TUNUNGUA;PARTIDO SOCIAL DE UNIDAD NACIONAL  PARTIDO DE LA U;171
TUNUNGUA;Partido Conservador Colombiano;92
TUNUNGUA;Partido De Integracion Nacional  Pin;0
TUNUNGUA;Partido Liberal Colombiano;129
TUNUNGUA;Partido Social De Unidad Nacional  Partido De La U;39
